State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Number_of_death
Odisha,Unknown,2019,September,Friday,08:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,17.81799926,81.93701074,2
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,34.23811623,85.17982576,8
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,07:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,None,No,Curve,33.98607696,91.91574801,5
Chhattisgarh,Unknown,2019,May,Friday,00:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,14.79812199,78.08646703,4
Madhya Pradesh,Unknown,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,21.42570966,87.66246842,4
Assam,Unknown,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,None,52,51,Female,Expired,No,Curve,16.12371437,84.40622696,6
Nagaland,Unknown,2018,March,Monday,08:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,None,53,48,Female,None,Yes,Curve,15.69069335,75.74381983,4
Karnataka,Bangalore,2020,May,Monday,02:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,8.995947579,93.4802696,2
Chandigarh,Unknown,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,None,119,51,Male,Expired,Yes,Bridge,24.45823702,91.12535463,3
Arunachal Pradesh,Unknown,2018,June,Sunday,04:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,21.57233363,87.09510321,3
Puducherry,Unknown,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,9.389926284,92.66687014,2
Gujarat,Ahmedabad,2021,June,Saturday,06:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,None,No,Bridge,15.52345453,93.15153183,7
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,32.52317892,88.54252632,4
Assam,Unknown,2022,November,Saturday,07:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,None,54,43,Female,None,Yes,Intersection,14.46817105,92.27338652,1
Jharkhand,Unknown,2018,March,Saturday,02:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,None,No,Straight Road,11.91216155,88.22667239,6
Meghalaya,Unknown,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,None,54,51,Male,None,No,Bridge,21.21522453,87.72408238,3
Bihar,Unknown,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,34.61256226,85.93972997,3
Manipur,Unknown,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,None,No,Intersection,14.53549233,89.82878255,9
Uttarakhand,Unknown,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,26.14765978,72.59954805,5
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,None,90,48,Male,Valid,Yes,Intersection,28.56372961,93.54525202,9
Bihar,Unknown,2019,March,Saturday,06:04,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,14.41621369,93.2834623,4
Tripura,Unknown,2019,September,Friday,07:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,27.66184141,68.84817121,2
Haryana,Unknown,2023,September,Wednesday,02:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,None,75,61,Male,None,No,Bridge,17.93014458,91.94868577,6
Telangana,Unknown,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,None,116,62,Male,Expired,Yes,Curve,25.07225743,71.73722616,8
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,25.10530219,77.71844677,3
Puducherry,Unknown,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,22.46591647,89.56173943,8
Puducherry,Unknown,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,None,No,Bridge,10.43782379,72.66203699,7
Madhya Pradesh,Unknown,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,30.55316738,91.7210437,1
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,16.66106175,92.13189116,7
Assam,Unknown,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,13.03599978,82.71656428,9
Chandigarh,Unknown,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,9.100928822,68.18519028,9
Himachal Pradesh,Unknown,2023,December,Friday,05:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,23.95410947,76.32410586,2
Sikkim,Unknown,2021,September,Saturday,04:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,None,No,Bridge,26.29423777,85.89088063,4
Odisha,Unknown,2020,December,Monday,02:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,None,Yes,Straight Road,8.447871381,96.45439916,6
Tamil Nadu,Coimbatore,2023,January,Sunday,04:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,None,34,51,Female,None,No,Curve,21.82651257,86.32259228,9
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,None,No,Intersection,14.11538593,75.53430385,2
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,25.41966534,86.38616539,9
Madhya Pradesh,Unknown,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,None,108,47,Male,Expired,Yes,Curve,12.70789358,83.65957601,7
Puducherry,Unknown,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,26.65531893,90.61551646,1
Kerala,Unknown,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,None,78,62,Male,None,Yes,Curve,18.44185435,71.10243853,3
Assam,Unknown,2020,December,Saturday,03:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,33.2917097,90.06980917,6
Delhi,Rohini,2022,September,Thursday,09:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,None,Yes,Straight Road,11.71306549,83.69673078,2
Haryana,Unknown,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,17.20879148,95.92676811,7
Punjab,Unknown,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,None,No,Intersection,11.06378507,77.91429282,7
Assam,Unknown,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,32.96672769,86.3460349,4
Odisha,Unknown,2023,May,Wednesday,06:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,31.68816254,95.02881506,3
Chhattisgarh,Unknown,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,None,No,Straight Road,14.96442395,70.97278211,4
Sikkim,Unknown,2018,June,Saturday,05:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,25.81956924,95.17962613,5
Mizoram,Unknown,2019,June,Monday,05:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,30.06499941,87.94868595,4
West Bengal,Siliguri,2018,August,Thursday,03:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,22.99042191,69.96727471,3
Bihar,Unknown,2019,May,Sunday,05:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,22.30056562,76.72794344,5
Tripura,Unknown,2018,February,Wednesday,00:06,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,None,Yes,Intersection,14.53001185,88.53699057,4
West Bengal,Durgapur,2021,July,Saturday,03:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,10.51377473,69.95316744,8
Rajasthan,Udaipur,2023,December,Tuesday,22:00,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,32.22482546,84.88294335,9
Tripura,Unknown,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,None,90,43,Female,Expired,No,Curve,32.31128754,78.03060865,6
Bihar,Unknown,2021,January,Sunday,20:17,Fatal,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,25.09373935,86.00655002,1
Rajasthan,Udaipur,2022,February,Tuesday,12:25,Serious,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,None,51,47,Male,None,No,Intersection,17.15380436,69.32651898,9
Jharkhand,Unknown,2023,June,Tuesday,07:02,Fatal,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,None,83,40,Female,Expired,No,Curve,17.42865851,93.27456738,4
Delhi,New Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,27.60080333,96.23118011,3
Punjab,Unknown,2018,June,Monday,00:54,Minor,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,32.22197702,96.0974578,2
Sikkim,Unknown,2020,April,Saturday,04:09,Minor,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,None,No,Bridge,31.95133346,89.73990312,2
Tamil Nadu,Chennai,2018,May,Tuesday,12:58,Minor,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,None,117,60,Female,Expired,Yes,Straight Road,29.05663974,71.77250096,8
Uttarakhand,Unknown,2020,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,25.33485445,89.98963268,5
Himachal Pradesh,Unknown,2020,November,Monday,03:03,Minor,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,10.27177905,68.71302058,8
Gujarat,Ahmedabad,2022,June,Wednesday,15:17,Fatal,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,12.36397528,68.64158299,9
Uttar Pradesh,Varanasi,2018,October,Tuesday,19:42,Serious,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,32.26096309,77.38469636,5
Madhya Pradesh,Unknown,2020,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,None,34,38,Female,Valid,No,Straight Road,24.37358461,82.17065252,2
Karnataka,Mangalore,2019,January,Tuesday,12:21,Fatal,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,8.248320394,90.34181512,4
Manipur,Unknown,2019,August,Friday,02:01,Minor,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,10.73973166,87.81556592,6
Madhya Pradesh,Unknown,2019,February,Thursday,08:19,Serious,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,25.91454777,80.93117848,2
Uttarakhand,Unknown,2021,November,Sunday,13:44,Minor,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,None,49,53,Female,None,Yes,Curve,8.136662764,75.93517332,2
Jammu and Kashmir,Unknown,2021,October,Friday,11:52,Minor,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,12.34181739,96.9166105,7
Goa,Unknown,2022,February,Friday,21:05,Fatal,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,None,No,Intersection,22.81581231,80.35925776,9
Uttarakhand,Unknown,2021,May,Tuesday,00:41,Fatal,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,None,Yes,Straight Road,26.68117034,81.09022371,5
Chhattisgarh,Unknown,2021,November,Friday,04:24,Minor,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,25.60295401,72.74509081,1
Maharashtra,Pune,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,None,No,Intersection,14.05527136,91.04947691,2
Maharashtra,Mumbai,2021,May,Monday,01:04,Serious,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,None,50,40,Male,Valid,Yes,Straight Road,27.22883898,88.11678455,3
Manipur,Unknown,2022,October,Saturday,00:06,Fatal,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,14.40572536,74.40231877,1
Himachal Pradesh,Unknown,2023,March,Tuesday,05:14,Minor,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,16.78579185,70.38905032,9
Delhi,New Delhi,2021,September,Thursday,20:15,Serious,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,28.15526794,87.73447976,5
Nagaland,Unknown,2021,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,25.54008827,86.98082521,6
Karnataka,Mysore,2023,March,Friday,21:18,Serious,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,30.92903208,75.92452628,6
Manipur,Unknown,2022,May,Wednesday,17:08,Serious,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,25.75554809,95.57504331,9
Meghalaya,Unknown,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,None,99,50,Female,None,Yes,Straight Road,23.34433229,72.38067886,7
Telangana,Unknown,2019,June,Wednesday,09:33,Minor,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,10.52921873,80.53770923,6
Arunachal Pradesh,Unknown,2021,November,Monday,13:04,Minor,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,None,43,67,Male,Expired,Yes,Curve,17.92832668,95.36486168,8
Goa,Unknown,2019,August,Thursday,16:07,Minor,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,15.16046393,80.17209219,7
Punjab,Unknown,2021,November,Saturday,19:19,Serious,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,14.58772037,86.51725248,3
Bihar,Unknown,2023,April,Thursday,16:26,Minor,2,Car,7,4,Stormy,State Highway,Dry,Dawn,None,54,26,Female,Expired,No,Bridge,34.27128498,79.53023754,6
Goa,Unknown,2021,May,Friday,11:16,Minor,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,18.61363857,75.95224087,9
Haryana,Unknown,2023,December,Wednesday,13:48,Minor,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,32.08525699,96.53535179,4
Gujarat,Ahmedabad,2020,April,Sunday,17:25,Minor,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,25.0407429,79.87068618,7
Nagaland,Unknown,2021,April,Wednesday,22:45,Fatal,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,29.4599052,93.92887691,4
Manipur,Unknown,2021,January,Wednesday,00:54,Serious,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,None,42,38,Male,None,Yes,Intersection,21.57120151,74.66868357,3
Kerala,Unknown,2021,December,Friday,17:01,Serious,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,None,100,30,Male,None,No,Curve,23.57640488,74.18003642,2
Goa,Unknown,2019,June,Wednesday,14:59,Serious,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,21.29797773,68.9028884,5
Sikkim,Unknown,2021,August,Thursday,13:11,Serious,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,13.27156067,86.89833794,1
Puducherry,Unknown,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,27.50620711,78.68726397,7
Arunachal Pradesh,Unknown,2019,December,Thursday,11:33,Fatal,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,None,Yes,Curve,15.58085379,93.06638925,1
Uttar Pradesh,Lucknow,2021,April,Tuesday,21:09,Serious,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,None,No,Straight Road,8.656531094,81.72308729,4
Goa,Unknown,2019,June,Monday,04:45,Fatal,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,None,No,Straight Road,25.42775199,96.07760941,7
Jharkhand,Unknown,2023,April,Monday,09:22,Serious,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,12.78198834,73.38023996,1
West Bengal,Kolkata,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,None,112,38,Female,None,Yes,Bridge,33.39238178,93.19007187,4
Odisha,Unknown,2018,November,Thursday,16:36,Serious,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,None,No,Curve,33.75607158,90.52130873,2
Punjab,Unknown,2020,January,Monday,08:09,Serious,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,None,85,52,Male,Expired,Yes,Bridge,32.70133854,90.35673349,9
Jharkhand,Unknown,2020,August,Monday,08:31,Serious,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,17.99428491,92.49871362,3
Bihar,Unknown,2023,April,Tuesday,08:55,Minor,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,8.417328646,90.06969574,3
Nagaland,Unknown,2019,March,Thursday,07:29,Serious,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,None,No,Straight Road,33.06460119,86.16038933,7
Jharkhand,Unknown,2023,February,Thursday,22:27,Minor,1,Car,0,1,Clear,Village Road,Dry,Daylight,Signs,65,19,Female,Expired,Yes,Straight Road,19.560972,71.80610145,5
Kerala,Unknown,2022,October,Tuesday,00:07,Serious,4,Pedestrian,10,0,Stormy,State Highway,Under Construction,Dawn,Signs,66,23,Female,Valid,No,Curve,34.09968011,68.94325921,7
Sikkim,Unknown,2021,January,Wednesday,00:00,Minor,4,Bus,4,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,47,Male,Expired,No,Bridge,34.01773938,94.70458759,7
Telangana,Unknown,2022,September,Wednesday,16:38,Fatal,3,Two-Wheeler,6,1,Clear,National Highway,Dry,Daylight,Signs,46,44,Male,Valid,Yes,Curve,31.0312553,85.88285912,5
Goa,Unknown,2018,May,Tuesday,06:54,Minor,1,Cycle,1,2,Clear,National Highway,Wet,Dusk,Signs,119,40,Female,None,Yes,Bridge,15.95012009,91.09958144,8
Karnataka,Mysore,2019,March,Wednesday,17:11,Serious,1,Auto-Rickshaw,9,3,Hazy,Village Road,Wet,Dark,None,57,39,Female,Valid,Yes,Intersection,18.39763867,81.96414819,6
West Bengal,Kolkata,2018,May,Friday,17:10,Fatal,4,Car,10,2,Foggy,Urban Road,Under Construction,Daylight,Signs,115,32,Male,Valid,No,Intersection,30.98069013,71.40193748,1
Karnataka,Bangalore,2018,July,Sunday,23:46,Serious,5,Two-Wheeler,10,5,Clear,Village Road,Dry,Daylight,Signs,85,48,Female,Valid,No,Bridge,16.55689414,71.63038797,4
Jammu and Kashmir,Unknown,2022,January,Saturday,02:23,Serious,4,Two-Wheeler,3,5,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Expired,No,Curve,12.57630416,87.88139333,6
Chandigarh,Unknown,2021,November,Friday,14:20,Serious,1,Two-Wheeler,2,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,27,Female,None,No,Bridge,23.03363409,80.47887095,1
Madhya Pradesh,Unknown,2020,January,Sunday,20:05,Minor,4,Two-Wheeler,7,5,Clear,National Highway,Under Construction,Dawn,Signs,81,35,Female,None,Yes,Straight Road,33.2761789,73.81521707,5
Odisha,Unknown,2021,November,Friday,09:13,Minor,3,Two-Wheeler,9,4,Hazy,Village Road,Damaged,Daylight,None,31,58,Male,Expired,No,Bridge,26.79280451,82.25624186,4
Rajasthan,Jodhpur,2022,August,Friday,10:34,Minor,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,65,Male,Valid,Yes,Bridge,23.39165159,69.86205918,7
Uttarakhand,Unknown,2018,July,Friday,06:40,Serious,5,Cycle,3,0,Hazy,State Highway,Damaged,Dusk,Signs,61,18,Male,Expired,Yes,Bridge,10.62376533,84.87717066,7
Uttarakhand,Unknown,2022,August,Monday,23:32,Serious,3,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Signs,66,54,Male,Valid,Yes,Bridge,24.60519512,75.80080873,8
Kerala,Unknown,2020,January,Thursday,19:54,Serious,3,Bus,3,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,56,Female,Expired,No,Intersection,34.73145395,91.12921392,9
Madhya Pradesh,Unknown,2022,November,Wednesday,20:31,Fatal,3,Pedestrian,9,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,69,61,Female,None,Yes,Curve,11.78226841,77.00049681,7
Meghalaya,Unknown,2022,March,Thursday,03:10,Serious,5,Pedestrian,8,3,Hazy,State Highway,Wet,Daylight,None,98,51,Male,None,No,Intersection,21.99490061,81.20138432,5
Himachal Pradesh,Unknown,2020,June,Tuesday,01:08,Serious,5,Car,4,1,Stormy,Village Road,Damaged,Dusk,None,37,68,Male,Valid,No,Straight Road,31.68907294,68.33699566,8
Karnataka,Bangalore,2022,June,Friday,20:12,Fatal,4,Auto-Rickshaw,1,0,Clear,Village Road,Wet,Dawn,Signals,39,40,Female,Expired,Yes,Straight Road,28.00075268,70.10095975,8
Goa,Unknown,2019,May,Friday,12:00,Serious,3,Two-Wheeler,0,2,Rainy,Village Road,Under Construction,Dawn,None,60,34,Female,Valid,Yes,Intersection,26.81942501,79.38231314,9
