state name,city name,year,month,day of week,time of day,accident severity,number of vehicles involved,vehicle type involved,number of casualties,number of fatalities,weather conditions,road type,road condition,lighting conditions,traffic control presence,speed limit (km/h),driver age,driver gender,driver license status,alcohol involvement,accident location details,latitude,longitude,number_of_death,hour,date,location,severity,vehicle,vehicles_count,casualties,fatalities,weather,road_type,road_condition,lighting,traffic,speed,age,gender,license,alcohol,lat,lng,age_group,is_weekend
Odisha,Unknown,2018,May,Wednesday,00:29,Serious,3,Pedestrian,0,3,Hazy,Urban Road,Wet,Dusk,,30,41,Female,,No,Intersection,28.85060877,76.59293549,2,0,2018-05-01,Odisha - Unknown,Serious,Pedestrian,3,0,3,Hazy,Urban Road,Wet,Dusk,,30,41,Female,,No,28.85060877,76.59293549,Adult,False
Mizoram,Unknown,2018,June,Friday,16:53,Serious,4,Truck,0,2,Hazy,Village Road,Dry,Dark,,97,68,Male,,Yes,Intersection,13.3653234,74.77462478,5,16,2018-06-01,Mizoram - Unknown,Serious,Truck,4,0,2,Hazy,Village Road,Dry,Dark,,97,68,Male,,Yes,13.3653234,74.77462478,Senior,False
Gujarat,Vadodara,2023,March,Wednesday,13:40,Fatal,3,Truck,2,3,Foggy,Urban Road,Wet,Dawn,Signs,105,59,Male,Expired,No,Intersection,8.149097162,69.2207025,5,13,2023-03-01,Gujarat - Vadodara,Fatal,Truck,3,2,3,Foggy,Urban Road,Wet,Dawn,Signs,105,59,Male,Expired,No,8.149097162,69.2207025,Mid-age,False
Meghalaya,Unknown,2018,April,Tuesday,02:42,Serious,5,Auto-Rickshaw,6,2,Hazy,State Highway,Under Construction,Dawn,Signs,94,45,Female,Expired,Yes,Straight Road,30.01745857,68.51834411,5,2,2018-04-01,Meghalaya - Unknown,Serious,Auto-Rickshaw,5,6,2,Hazy,State Highway,Under Construction,Dawn,Signs,94,45,Female,Expired,Yes,30.01745857,68.51834411,Adult,False
Karnataka,Mysore,2019,October,Monday,05:10,Minor,4,Bus,10,2,Stormy,Village Road,Wet,Dark,,44,42,Female,,Yes,Bridge,27.08514828,96.6439493,2,5,2019-10-01,Karnataka - Mysore,Minor,Bus,4,10,2,Stormy,Village Road,Wet,Dark,,44,42,Female,,Yes,27.08514828,96.6439493,Adult,False
Uttarakhand,Unknown,2020,April,Saturday,16:57,Minor,3,Bus,6,2,Clear,State Highway,Wet,Dark,Police Checkpost,66,25,Female,Expired,Yes,Straight Road,27.68319354,80.40542088,9,16,2020-04-01,Uttarakhand - Unknown,Minor,Bus,3,6,2,Clear,State Highway,Wet,Dark,Police Checkpost,66,25,Female,Expired,Yes,27.68319354,80.40542088,Young,True
Delhi,Dwarka,2018,January,Tuesday,04:43,Serious,5,Two-Wheeler,1,4,Rainy,State Highway,Under Construction,Dusk,,77,63,Female,,Yes,Intersection,28.82429936,79.14547277,3,4,2018-01-01,Delhi - Dwarka,Serious,Two-Wheeler,5,1,4,Rainy,State Highway,Under Construction,Dusk,,77,63,Female,,Yes,28.82429936,79.14547277,Senior,False
Jharkhand,Unknown,2022,April,Thursday,00:43,Fatal,4,Cycle,10,3,Clear,State Highway,Dry,Dark,Police Checkpost,38,57,Female,,Yes,Straight Road,9.999205597,87.7097712,2,0,2022-04-01,Jharkhand - Unknown,Fatal,Cycle,4,10,3,Clear,State Highway,Dry,Dark,Police Checkpost,38,57,Female,,Yes,9.999205597,87.7097712,Mid-age,False
Assam,Unknown,2020,April,Saturday,19:42,Minor,1,Car,3,2,Clear,Village Road,Damaged,Dark,Signals,43,60,Female,,No,Straight Road,17.67857467,74.32936275,8,19,2020-04-01,Assam - Unknown,Minor,Car,1,3,2,Clear,Village Road,Damaged,Dark,Signals,43,60,Female,,No,17.67857467,74.32936275,Mid-age,True
Jammu and Kashmir,Unknown,2023,February,Saturday,09:18,Fatal,1,Cycle,3,1,Clear,National Highway,Dry,Dusk,Signals,41,62,Male,,No,Bridge,11.12846461,95.54887433,8,9,2023-02-01,Jammu and Kashmir - Unknown,Fatal,Cycle,1,3,1,Clear,National Highway,Dry,Dusk,Signals,41,62,Male,,No,11.12846461,95.54887433,Senior,True
Punjab,Unknown,2018,April,Tuesday,15:40,Serious,5,Car,1,3,Stormy,National Highway,Dry,Dark,Police Checkpost,30,49,Female,,No,Curve,31.3037925,90.80400542,8,15,2018-04-01,Punjab - Unknown,Serious,Car,5,1,3,Stormy,National Highway,Dry,Dark,Police Checkpost,30,49,Female,,No,31.3037925,90.80400542,Mid-age,False
Jammu and Kashmir,Unknown,2023,December,Friday,17:12,Fatal,5,Cycle,10,3,Rainy,Urban Road,Under Construction,Dark,Signals,68,61,Female,Expired,Yes,Intersection,24.82904942,70.59291907,5,17,2023-12-01,Jammu and Kashmir - Unknown,Fatal,Cycle,5,10,3,Rainy,Urban Road,Under Construction,Dark,Signals,68,61,Female,Expired,Yes,24.82904942,70.59291907,Senior,False
Gujarat,Vadodara,2018,August,Thursday,09:03,Minor,4,Pedestrian,10,0,Foggy,National Highway,Dry,Dawn,Signals,74,21,Female,Expired,No,Bridge,16.93424667,80.1098425,1,9,2018-08-01,Gujarat - Vadodara,Minor,Pedestrian,4,10,0,Foggy,National Highway,Dry,Dawn,Signals,74,21,Female,Expired,No,16.93424667,80.1098425,Young,False
Maharashtra,Nagpur,2019,June,Monday,16:44,Minor,2,Car,5,5,Hazy,State Highway,Under Construction,Dawn,Signals,101,45,Female,,Yes,Bridge,9.716075458,93.49443092,7,16,2019-06-01,Maharashtra - Nagpur,Minor,Car,2,5,5,Hazy,State Highway,Under Construction,Dawn,Signals,101,45,Female,,Yes,9.716075458,93.49443092,Adult,False
Manipur,Unknown,2020,May,Sunday,08:53,Minor,5,Two-Wheeler,10,1,Hazy,Urban Road,Wet,Daylight,Signals,33,24,Female,Valid,Yes,Bridge,16.39652269,95.39722865,8,8,2020-05-01,Manipur - Unknown,Minor,Two-Wheeler,5,10,1,Hazy,Urban Road,Wet,Daylight,Signals,33,24,Female,Valid,Yes,16.39652269,95.39722865,Young,True
Maharashtra,Nagpur,2023,May,Wednesday,12:02,Fatal,4,Two-Wheeler,7,1,Hazy,Urban Road,Under Construction,Dusk,Signs,57,49,Female,Expired,No,Straight Road,16.77994969,81.55464383,2,12,2023-05-01,Maharashtra - Nagpur,Fatal,Two-Wheeler,4,7,1,Hazy,Urban Road,Under Construction,Dusk,Signs,57,49,Female,Expired,No,16.77994969,81.55464383,Mid-age,False
Chandigarh,Unknown,2020,October,Wednesday,17:06,Minor,1,Car,1,1,Rainy,Village Road,Damaged,Dusk,,43,60,Male,Expired,Yes,Curve,27.69936682,85.78893029,6,17,2020-10-01,Chandigarh - Unknown,Minor,Car,1,1,1,Rainy,Village Road,Damaged,Dusk,,43,60,Male,Expired,Yes,27.69936682,85.78893029,Mid-age,False
Madhya Pradesh,Unknown,2022,July,Sunday,02:57,Minor,1,Car,8,2,Hazy,Urban Road,Dry,Dawn,Signs,81,18,Female,Expired,Yes,Intersection,25.21405173,72.84398444,2,2,2022-07-01,Madhya Pradesh - Unknown,Minor,Car,1,8,2,Hazy,Urban Road,Dry,Dawn,Signs,81,18,Female,Expired,Yes,25.21405173,72.84398444,Teen,True
Bihar,Unknown,2023,March,Monday,03:27,Fatal,4,Bus,1,1,Hazy,Village Road,Dry,Dusk,Signals,67,63,Female,Expired,No,Bridge,31.95474405,96.74389016,8,3,2023-03-01,Bihar - Unknown,Fatal,Bus,4,1,1,Hazy,Village Road,Dry,Dusk,Signals,67,63,Female,Expired,No,31.95474405,96.74389016,Senior,False
Tripura,Unknown,2022,February,Saturday,02:35,Fatal,4,Cycle,6,0,Foggy,State Highway,Under Construction,Dusk,Signals,98,64,Female,Expired,Yes,Curve,20.74980298,74.71847934,1,2,2022-02-01,Tripura - Unknown,Fatal,Cycle,4,6,0,Foggy,State Highway,Under Construction,Dusk,Signals,98,64,Female,Expired,Yes,20.74980298,74.71847934,Senior,True
Madhya Pradesh,Unknown,2018,October,Tuesday,11:17,Serious,2,Bus,4,3,Clear,Village Road,Under Construction,Daylight,Signs,73,18,Female,Expired,No,Curve,11.22904464,95.33922145,8,11,2018-10-01,Madhya Pradesh - Unknown,Serious,Bus,2,4,3,Clear,Village Road,Under Construction,Daylight,Signs,73,18,Female,Expired,No,11.22904464,95.33922145,Teen,False
Jharkhand,Unknown,2021,November,Tuesday,23:18,Minor,2,Bus,3,0,Stormy,Village Road,Dry,Dusk,,95,36,Male,Expired,Yes,Intersection,27.25760926,86.83975282,6,23,2021-11-01,Jharkhand - Unknown,Minor,Bus,2,3,0,Stormy,Village Road,Dry,Dusk,,95,36,Male,Expired,Yes,27.25760926,86.83975282,Adult,False
Assam,Unknown,2022,May,Saturday,12:31,Minor,2,Bus,4,4,Stormy,Urban Road,Damaged,Dark,,82,27,Female,,Yes,Bridge,28.54119631,85.62436705,7,12,2022-05-01,Assam - Unknown,Minor,Bus,2,4,4,Stormy,Urban Road,Damaged,Dark,,82,27,Female,,Yes,28.54119631,85.62436705,Young,True
Punjab,Unknown,2018,August,Sunday,14:45,Serious,1,Cycle,3,1,Rainy,Village Road,Wet,Daylight,Signals,74,57,Male,Expired,No,Curve,23.15448433,82.86796682,3,14,2018-08-01,Punjab - Unknown,Serious,Cycle,1,3,1,Rainy,Village Road,Wet,Daylight,Signals,74,57,Male,Expired,No,23.15448433,82.86796682,Mid-age,True
Nagaland,Unknown,2018,July,Friday,09:17,Fatal,3,Auto-Rickshaw,7,3,Stormy,Urban Road,Damaged,Dawn,Signs,47,37,Male,Valid,No,Curve,28.81611386,74.68942454,6,9,2018-07-01,Nagaland - Unknown,Fatal,Auto-Rickshaw,3,7,3,Stormy,Urban Road,Damaged,Dawn,Signs,47,37,Male,Valid,No,28.81611386,74.68942454,Adult,False
Uttar Pradesh,Lucknow,2020,April,Saturday,01:29,Minor,4,Car,5,3,Clear,National Highway,Damaged,Daylight,,36,34,Female,Expired,No,Curve,21.3324811,73.11931293,3,1,2020-04-01,Uttar Pradesh - Lucknow,Minor,Car,4,5,3,Clear,National Highway,Damaged,Daylight,,36,34,Female,Expired,No,21.3324811,73.11931293,Adult,True
Gujarat,Ahmedabad,2022,August,Sunday,12:26,Serious,1,Two-Wheeler,3,3,Rainy,State Highway,Under Construction,Daylight,Signs,59,55,Female,Expired,Yes,Bridge,22.11378639,74.39410006,3,12,2022-08-01,Gujarat - Ahmedabad,Serious,Two-Wheeler,1,3,3,Rainy,State Highway,Under Construction,Daylight,Signs,59,55,Female,Expired,Yes,22.11378639,74.39410006,Mid-age,True
Tripura,Unknown,2020,August,Monday,16:40,Serious,5,Cycle,10,5,Rainy,National Highway,Dry,Dusk,Police Checkpost,37,40,Female,Expired,No,Straight Road,19.5436075,73.4067096,4,16,2020-08-01,Tripura - Unknown,Serious,Cycle,5,10,5,Rainy,National Highway,Dry,Dusk,Police Checkpost,37,40,Female,Expired,No,19.5436075,73.4067096,Adult,False
Assam,Unknown,2020,February,Saturday,12:07,Minor,2,Car,1,2,Stormy,Village Road,Damaged,Dusk,,73,61,Female,,Yes,Curve,8.686316422,90.60794973,5,12,2020-02-01,Assam - Unknown,Minor,Car,2,1,2,Stormy,Village Road,Damaged,Dusk,,73,61,Female,,Yes,8.686316422,90.60794973,Senior,True
Karnataka,Mysore,2020,December,Tuesday,12:46,Fatal,2,Car,9,0,Foggy,Urban Road,Dry,Dusk,,60,58,Male,Expired,Yes,Straight Road,10.91306853,78.15363252,3,12,2020-12-01,Karnataka - Mysore,Fatal,Car,2,9,0,Foggy,Urban Road,Dry,Dusk,,60,58,Male,Expired,Yes,10.91306853,78.15363252,Mid-age,False
Telangana,Unknown,2023,September,Sunday,13:12,Minor,1,Car,6,3,Stormy,State Highway,Dry,Dawn,Signs,84,52,Male,Expired,No,Bridge,8.848588014,69.67743762,1,13,2023-09-01,Telangana - Unknown,Minor,Car,1,6,3,Stormy,State Highway,Dry,Dawn,Signs,84,52,Male,Expired,No,8.848588014,69.67743762,Mid-age,True
Tripura,Unknown,2020,December,Sunday,10:51,Fatal,4,Auto-Rickshaw,4,4,Clear,State Highway,Dry,Daylight,Signs,100,62,Male,,No,Intersection,25.1830811,96.10397627,7,10,2020-12-01,Tripura - Unknown,Fatal,Auto-Rickshaw,4,4,4,Clear,State Highway,Dry,Daylight,Signs,100,62,Male,,No,25.1830811,96.10397627,Senior,True
Andhra Pradesh,Tirupati,2019,August,Saturday,06:11,Serious,4,Cycle,5,3,Rainy,State Highway,Wet,Dusk,,98,44,Male,,No,Intersection,16.48761149,93.62979066,4,6,2019-08-01,Andhra Pradesh - Tirupati,Serious,Cycle,4,5,3,Rainy,State Highway,Wet,Dusk,,98,44,Male,,No,16.48761149,93.62979066,Adult,True
Kerala,Unknown,2022,April,Monday,05:20,Minor,3,Two-Wheeler,10,3,Clear,Urban Road,Under Construction,Dusk,,86,30,Male,Expired,Yes,Curve,21.73140866,94.90481621,2,5,2022-04-01,Kerala - Unknown,Minor,Two-Wheeler,3,10,3,Clear,Urban Road,Under Construction,Dusk,,86,30,Male,Expired,Yes,21.73140866,94.90481621,Young,False
Jammu and Kashmir,Unknown,2019,March,Sunday,07:50,Serious,1,Car,0,0,Hazy,National Highway,Dry,Daylight,Police Checkpost,50,20,Male,Expired,Yes,Bridge,32.5042948,96.85232686,4,7,2019-03-01,Jammu and Kashmir - Unknown,Serious,Car,1,0,0,Hazy,National Highway,Dry,Daylight,Police Checkpost,50,20,Male,Expired,Yes,32.5042948,96.85232686,Young,True
Goa,Unknown,2020,June,Sunday,15:50,Fatal,1,Auto-Rickshaw,8,5,Stormy,Village Road,Wet,Dark,Signals,49,51,Female,Valid,Yes,Curve,14.73089019,73.04296223,4,15,2020-06-01,Goa - Unknown,Fatal,Auto-Rickshaw,1,8,5,Stormy,Village Road,Wet,Dark,Signals,49,51,Female,Valid,Yes,14.73089019,73.04296223,Mid-age,True
Gujarat,Vadodara,2023,August,Wednesday,10:13,Serious,4,Pedestrian,5,4,Stormy,Village Road,Wet,Daylight,Signs,102,29,Male,Valid,No,Curve,19.08033892,79.49101855,9,10,2023-08-01,Gujarat - Vadodara,Serious,Pedestrian,4,5,4,Stormy,Village Road,Wet,Daylight,Signs,102,29,Male,Valid,No,19.08033892,79.49101855,Young,False
Uttarakhand,Unknown,2021,May,Thursday,05:29,Fatal,2,Bus,2,2,Stormy,Village Road,Damaged,Daylight,Signals,86,27,Male,Valid,Yes,Straight Road,28.39988074,89.9889158,1,5,2021-05-01,Uttarakhand - Unknown,Fatal,Bus,2,2,2,Stormy,Village Road,Damaged,Daylight,Signals,86,27,Male,Valid,Yes,28.39988074,89.9889158,Young,False
Meghalaya,Unknown,2019,September,Friday,20:43,Fatal,5,Bus,2,4,Hazy,National Highway,Dry,Dusk,,103,64,Male,Expired,No,Straight Road,14.17755047,88.18459792,9,20,2019-09-01,Meghalaya - Unknown,Fatal,Bus,5,2,4,Hazy,National Highway,Dry,Dusk,,103,64,Male,Expired,No,14.17755047,88.18459792,Senior,False
Manipur,Unknown,2022,August,Saturday,11:22,Minor,4,Car,8,4,Foggy,Village Road,Under Construction,Dark,Signals,41,37,Male,Expired,Yes,Straight Road,10.07845757,72.46298128,2,11,2022-08-01,Manipur - Unknown,Minor,Car,4,8,4,Foggy,Village Road,Under Construction,Dark,Signals,41,37,Male,Expired,Yes,10.07845757,72.46298128,Adult,True
Chhattisgarh,Unknown,2020,October,Friday,18:43,Fatal,4,Auto-Rickshaw,3,5,Clear,State Highway,Damaged,Dusk,Signs,111,59,Male,Expired,No,Curve,15.82328923,91.65916062,2,18,2020-10-01,Chhattisgarh - Unknown,Fatal,Auto-Rickshaw,4,3,5,Clear,State Highway,Damaged,Dusk,Signs,111,59,Male,Expired,No,15.82328923,91.65916062,Mid-age,False
Karnataka,Mysore,2022,December,Tuesday,22:37,Serious,4,Auto-Rickshaw,9,4,Stormy,Urban Road,Wet,Dusk,,92,20,Female,,No,Intersection,12.35297476,74.50877658,9,22,2022-12-01,Karnataka - Mysore,Serious,Auto-Rickshaw,4,9,4,Stormy,Urban Road,Wet,Dusk,,92,20,Female,,No,12.35297476,74.50877658,Young,False
Manipur,Unknown,2021,June,Wednesday,03:40,Fatal,5,Pedestrian,4,5,Foggy,Urban Road,Under Construction,Dark,Signals,32,26,Male,Valid,Yes,Intersection,33.10183661,74.49071083,2,3,2021-06-01,Manipur - Unknown,Fatal,Pedestrian,5,4,5,Foggy,Urban Road,Under Construction,Dark,Signals,32,26,Male,Valid,Yes,33.10183661,74.49071083,Young,False
Jharkhand,Unknown,2019,October,Wednesday,08:16,Minor,1,Auto-Rickshaw,10,5,Hazy,National Highway,Under Construction,Dusk,Signs,50,61,Female,,No,Curve,29.81925025,83.57225826,5,8,2019-10-01,Jharkhand - Unknown,Minor,Auto-Rickshaw,1,10,5,Hazy,National Highway,Under Construction,Dusk,Signs,50,61,Female,,No,29.81925025,83.57225826,Senior,False
Mizoram,Unknown,2021,May,Monday,03:50,Serious,3,Truck,9,5,Rainy,State Highway,Under Construction,Dusk,Signs,83,34,Female,Expired,Yes,Intersection,25.10190143,85.19525811,7,3,2021-05-01,Mizoram - Unknown,Serious,Truck,3,9,5,Rainy,State Highway,Under Construction,Dusk,Signs,83,34,Female,Expired,Yes,25.10190143,85.19525811,Adult,False
Chandigarh,Unknown,2018,October,Tuesday,18:24,Fatal,5,Two-Wheeler,5,0,Stormy,State Highway,Damaged,Dusk,,120,22,Male,Expired,No,Intersection,31.52943594,84.82250003,2,18,2018-10-01,Chandigarh - Unknown,Fatal,Two-Wheeler,5,5,0,Stormy,State Highway,Damaged,Dusk,,120,22,Male,Expired,No,31.52943594,84.82250003,Young,False
Punjab,Unknown,2023,May,Friday,02:20,Minor,3,Truck,0,0,Clear,National Highway,Dry,Dusk,Signs,66,50,Male,,Yes,Intersection,29.69914608,70.65311828,1,2,2023-05-01,Punjab - Unknown,Minor,Truck,3,0,0,Clear,National Highway,Dry,Dusk,Signs,66,50,Male,,Yes,29.69914608,70.65311828,Mid-age,False
Tripura,Unknown,2023,February,Wednesday,13:20,Serious,4,Auto-Rickshaw,0,1,Clear,Village Road,Dry,Dawn,Police Checkpost,69,24,Male,,No,Straight Road,13.03739159,93.44636502,5,13,2023-02-01,Tripura - Unknown,Serious,Auto-Rickshaw,4,0,1,Clear,Village Road,Dry,Dawn,Police Checkpost,69,24,Male,,No,13.03739159,93.44636502,Young,False
Telangana,Unknown,2020,June,Monday,03:19,Minor,5,Two-Wheeler,10,1,Stormy,Urban Road,Damaged,Dusk,,73,50,Male,,Yes,Curve,32.09909296,75.70240124,9,3,2020-06-01,Telangana - Unknown,Minor,Two-Wheeler,5,10,1,Stormy,Urban Road,Damaged,Dusk,,73,50,Male,,Yes,32.09909296,75.70240124,Mid-age,False
Karnataka,Mangalore,2022,June,Sunday,17:25,Fatal,3,Bus,8,4,Rainy,National Highway,Wet,Daylight,,86,37,Male,,No,Curve,22.56224053,71.75593272,5,17,2022-06-01,Karnataka - Mangalore,Fatal,Bus,3,8,4,Rainy,National Highway,Wet,Daylight,,86,37,Male,,No,22.56224053,71.75593272,Adult,True
Madhya Pradesh,Unknown,2023,July,Monday,21:40,Fatal,4,Cycle,3,1,Rainy,State Highway,Wet,Dusk,,81,45,Female,Expired,No,Intersection,29.80088419,93.77369432,1,21,2023-07-01,Madhya Pradesh - Unknown,Fatal,Cycle,4,3,1,Rainy,State Highway,Wet,Dusk,,81,45,Female,Expired,No,29.80088419,93.77369432,Adult,False
Chandigarh,Unknown,2020,May,Sunday,17:09,Minor,2,Bus,10,0,Rainy,National Highway,Under Construction,Dark,,61,47,Female,Valid,No,Bridge,32.1944651,95.71389345,9,17,2020-05-01,Chandigarh - Unknown,Minor,Bus,2,10,0,Rainy,National Highway,Under Construction,Dark,,61,47,Female,Valid,No,32.1944651,95.71389345,Mid-age,True
Tamil Nadu,Chennai,2019,May,Friday,22:03,Minor,3,Bus,10,4,Hazy,National Highway,Wet,Daylight,,35,31,Female,Valid,No,Intersection,16.58609382,93.0017009,9,22,2019-05-01,Tamil Nadu - Chennai,Minor,Bus,3,10,4,Hazy,National Highway,Wet,Daylight,,35,31,Female,Valid,No,16.58609382,93.0017009,Adult,False
Delhi,Rohini,2019,April,Monday,16:44,Fatal,5,Bus,7,3,Stormy,State Highway,Under Construction,Daylight,,77,63,Male,Expired,No,Intersection,10.97140196,91.47596617,8,16,2019-04-01,Delhi - Rohini,Fatal,Bus,5,7,3,Stormy,State Highway,Under Construction,Daylight,,77,63,Male,Expired,No,10.97140196,91.47596617,Senior,False
Chhattisgarh,Unknown,2018,October,Wednesday,10:18,Fatal,1,Bus,1,2,Clear,Urban Road,Wet,Daylight,Police Checkpost,119,49,Female,Expired,No,Bridge,14.15424939,87.00201744,9,10,2018-10-01,Chhattisgarh - Unknown,Fatal,Bus,1,1,2,Clear,Urban Road,Wet,Daylight,Police Checkpost,119,49,Female,Expired,No,14.15424939,87.00201744,Mid-age,False
Puducherry,Unknown,2022,February,Wednesday,04:31,Serious,5,Cycle,10,5,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,30,39,Male,Valid,No,Bridge,19.53191029,83.97486375,5,4,2022-02-01,Puducherry - Unknown,Serious,Cycle,5,10,5,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,30,39,Male,Valid,No,19.53191029,83.97486375,Adult,False
West Bengal,Kolkata,2018,June,Saturday,20:12,Serious,1,Bus,0,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,88,53,Male,Expired,Yes,Intersection,30.08639868,70.52261604,5,20,2018-06-01,West Bengal - Kolkata,Serious,Bus,1,0,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,88,53,Male,Expired,Yes,30.08639868,70.52261604,Mid-age,True
Tamil Nadu,Chennai,2023,November,Thursday,21:27,Serious,5,Two-Wheeler,10,1,Rainy,Urban Road,Under Construction,Dawn,Signals,80,32,Male,,Yes,Intersection,31.23972575,79.84514318,8,21,2023-11-01,Tamil Nadu - Chennai,Serious,Two-Wheeler,5,10,1,Rainy,Urban Road,Under Construction,Dawn,Signals,80,32,Male,,Yes,31.23972575,79.84514318,Adult,False
Punjab,Unknown,2019,May,Tuesday,22:18,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,49,57,Female,Expired,Yes,Intersection,8.187707524,78.80796699,5,22,2019-05-01,Punjab - Unknown,Minor,Pedestrian,5,4,4,Stormy,Village Road,Wet,Dawn,Signs,49,57,Female,Expired,Yes,8.187707524,78.80796699,Mid-age,False
Karnataka,Bangalore,2020,May,Thursday,06:49,Serious,2,Cycle,8,2,Rainy,Urban Road,Wet,Daylight,Signs,96,43,Male,Valid,Yes,Intersection,21.79017717,75.53285973,6,6,2020-05-01,Karnataka - Bangalore,Serious,Cycle,2,8,2,Rainy,Urban Road,Wet,Daylight,Signs,96,43,Male,Valid,Yes,21.79017717,75.53285973,Adult,False
Nagaland,Unknown,2020,November,Sunday,20:49,Serious,3,Cycle,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,Intersection,19.27009709,88.9791833,1,20,2020-11-01,Nagaland - Unknown,Serious,Cycle,3,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,19.27009709,88.9791833,Mid-age,True
Maharashtra,Nagpur,2019,July,Monday,20:04,Fatal,3,Pedestrian,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,Bridge,13.99691088,82.38039632,1,20,2019-07-01,Maharashtra - Nagpur,Fatal,Pedestrian,3,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,13.99691088,82.38039632,Mid-age,False
Meghalaya,Unknown,2022,October,Thursday,04:47,Fatal,5,Bus,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,,Yes,Curve,11.23636492,70.35034026,8,4,2022-10-01,Meghalaya - Unknown,Fatal,Bus,5,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,,Yes,11.23636492,70.35034026,Teen,False
Karnataka,Mangalore,2023,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,Straight Road,17.11560963,74.38531286,4,23,2023-06-01,Karnataka - Mangalore,Serious,Two-Wheeler,3,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,17.11560963,74.38531286,Adult,True
Haryana,Unknown,2023,August,Sunday,06:01,Minor,1,Cycle,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,,No,Curve,33.45856201,87.81450415,9,6,2023-08-01,Haryana - Unknown,Minor,Cycle,1,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,,No,33.45856201,87.81450415,Mid-age,True
Tamil Nadu,Madurai,2018,January,Friday,22:19,Minor,1,Truck,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,,No,Straight Road,16.72647916,70.20779493,1,22,2018-01-01,Tamil Nadu - Madurai,Minor,Truck,1,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,,No,16.72647916,70.20779493,Senior,False
Sikkim,Unknown,2022,September,Thursday,22:07,Serious,2,Car,0,5,Foggy,State Highway,Wet,Dark,,107,45,Female,Valid,No,Bridge,22.00734679,92.68500051,4,22,2022-09-01,Sikkim - Unknown,Serious,Car,2,0,5,Foggy,State Highway,Wet,Dark,,107,45,Female,Valid,No,22.00734679,92.68500051,Adult,False
Bihar,Unknown,2021,June,Tuesday,06:44,Fatal,5,Car,10,4,Stormy,State Highway,Under Construction,Dark,,44,34,Male,Valid,No,Curve,26.98151189,82.35924928,7,6,2021-06-01,Bihar - Unknown,Fatal,Car,5,10,4,Stormy,State Highway,Under Construction,Dark,,44,34,Male,Valid,No,26.98151189,82.35924928,Adult,False
Odisha,Unknown,2019,September,Friday,08:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,17.81799926,81.93701074,2,8,2019-09-01,Odisha - Unknown,Serious,Two-Wheeler,2,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,17.81799926,81.93701074,Adult,False
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,34.23811623,85.17982576,8,20,2019-07-01,Telangana - Unknown,Serious,Car,1,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,34.23811623,85.17982576,Teen,False
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,07:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,,No,Curve,33.98607696,91.91574801,5,7,2021-12-01,Andhra Pradesh - Visakhapatnam,Minor,Bus,4,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,,No,33.98607696,91.91574801,Young,False
